id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
5.51E+17,Mountain views family friendly gem,124789542,David,Queen Anne,North Queen Anne,47.6493,-122.36759,Entire home/apt,222,2,10,11/29/2022,0.97,1,1,10,STR-OPLI-22-000254
5.75E+17,Chic Alki Point Retreat w/ 2 Bay-View Balconies - Walk to Beach and Eateries!,446539146,Vacasa Washington,West Seattle,Alki,47.5757,-122.41754,Entire home/apt,314,3,4,11/14/2022,0.67,29,354,4,STR-OPLI-19-000999
5.75E+17,"Stylishly Updated Beacon Hill Gem: Near I-5, Light Rail & Seattle City Center",446539146,Vacasa Washington,Beacon Hill,Mid-Beacon Hill,47.54591,-122.29434,Entire home/apt,256,2,1,6/5/2022,0.15,29,362,1,STR-OPLI-19-003329
5.75E+17,Condo with a View | Indoor Pool & Sauna | Walkable to Dining & Attractions,446539146,Vacasa Washington,Downtown,Belltown,47.61521,-122.34732,Entire home/apt,180,2,27,10/24/2022,1.67,29,363,19,STR-OPLI-21-000690
5.68E+17,"Belltown 1BR w/ Gym & Pet Area, nr Light Rail",107434423,Blueground,Downtown,Belltown,47.614418,-122.341721,Entire home/apt,96,31,0,,,410,365,0,
5.51E+17,Spacious Modern 1-BR with Rooftop Deck,27441325,Sam,Beacon Hill,Mid-Beacon Hill,47.56818,-122.31411,Entire home/apt,121,1,8,12/16/2022,8,1,308,8,STR-OPLI-22-001314
5.68E+17,"Belltown 1BR w/ Gym & Pet Area, nr Metro",107434423,Blueground,Downtown,Belltown,47.614418,-122.341721,Entire home/apt,101,31,0,,,410,365,0,
5.75E+17,Hip & Fun Capitol Hill Flat - Walk to Dining & Attractions,446539146,Vacasa Washington,Central Area,Minor,47.61114,-122.31409,Entire home/apt,177,1,77,11/27/2022,1.21,29,351,1,STR-OPLI-19-002914
5.52E+17,Lovely home in North Seattle,63728784,Moses,Other neighborhoods,Broadview,47.72327,-122.35883,Entire home/apt,275,3,2,7/9/2022,0.33,1,171,2,STR-OPLI-22-000396
5.75E+17,"Waterfront Condo w/ Fitness Center, Hot Tub & Central AC",446539146,Vacasa Washington,Downtown,Pike-Market,47.60906,-122.344,Entire home/apt,231,3,9,12/12/2022,1.39,29,360,9,STR-OPLI-20-000315
5.75E+17,"Woodland Garden | Fireplace, Backyard & Hot Tub | 15 Minutes to Wine Country",446539146,Vacasa Washington,Lake City,Cedar Park,47.73245,-122.29143,Entire home/apt,173,1,6,5/24/2022,0.66,29,365,6,STR-OPLI-21-000346
5.75E+17,Serene Eastlake Home | Walled Patio & Gourmet Kitchen | Fantastic Location,446539146,Vacasa Washington,Cascade,Eastlake,47.64326,-122.3265,Entire home/apt,181,1,22,12/12/2022,0.83,29,362,9,STR-OPLI-20-001048
5.75E+17,"Ultra Private & Walkable Belltown Hideaway | Pool, Hot Tub & Rooftop Deck",446539146,Vacasa Washington,Downtown,Belltown,47.61422,-122.34867,Entire home/apt,173,2,27,12/11/2022,1.37,29,363,10,STR-OPLI-19-001075
5.75E+17,"New Georgetown Getaway w/ Rooftop Patio, Skyline & Mt. Rainier Views",446539146,Vacasa Washington,Other neighborhoods,Georgetown,47.54281,-122.32012,Entire home/apt,218,2,7,10/10/2022,1.09,29,361,7,STR-OPLI-19-001887
5.68E+17,"Belltown 2BR w/ Gym, Lounge & BBQ, easy commute",107434423,Blueground,Downtown,Belltown,47.614418,-122.341721,Entire home/apt,139,31,0,,,410,365,0,
5.52E+17,Private Guest Suite + Bathroom + Parking (No Pets),41551465,Aman,Central Area,Madrona,47.60946274,-122.2850418,Private room,89,1,67,10/30/2022,6.72,1,0,67,STR-OPLI-22-000298
5.68E+17,cozy and sweet Greenalake home,23883938,Chaesun,Other neighborhoods,Green Lake,47.68765,-122.3366,Private room,119,15,0,,,2,364,0,STR-OPLI-22-001804
5.75E+17,"Stylish Retreat with Deck | Mins to Golden Gardens Park, Trendy Ballard",446539146,Vacasa Washington,Other neighborhoods,Crown Hill,47.69888,-122.37347,Entire home/apt,233,2,24,10/17/2022,0.66,29,364,10,STR-OPLI-19-001398
5.52E+17,"Capitol Hill 2BR w/ BBQ & Gym, nr schools",107434423,Blueground,Capitol Hill,Broadway,47.6148399,-122.3241666,Entire home/apt,232,31,0,,,410,338,0,
5.75E+17,"Lovely home adjacent to the lake with large yard, gas grill, and game room",446539146,Vacasa Washington,Other neighborhoods,Green Lake,47.68529,-122.33977,Entire home/apt,390,3,4,6/27/2022,0.54,29,361,4,STR-OPLI-19-002976
5.75E+17,"4bed/3.5bath- Near Airport, Stadiums, and Downtown",5325329,Blair,Beacon Hill,Mid-Beacon Hill,47.55116,-122.31404,Entire home/apt,196,1,40,12/21/2022,5.15,9,154,40,STR-OPLI-21-001398
5.75E+17,"Capitol Hill Townhome w/ Rooftop Patio & Skyline View, Near Pubs & Dining",446539146,Vacasa Washington,Central Area,Minor,47.61098,-122.31443,Entire home/apt,339,2,11,10/24/2022,1.59,29,324,11,STR-OPLI-21-000085
5.78E+17,Cheerful 3-bedroom home. 5 min walk to light rail.,189505766,Robert,Other neighborhoods,Roosevelt,47.67574,-122.31865,Entire home/apt,229,2,13,11/26/2022,1.41,1,327,13,STR-OPLI-22-000112
5.52E+17,"Capitol Hill 2BR w/ Gym & Lounge, nr SU & SCC",107434423,Blueground,Capitol Hill,Broadway,47.6148399,-122.3241666,Entire home/apt,143,31,0,,,410,365,0,
5.75E+17,"Bright Belltown Condo | Pool, Rooftop Deck & Private Balcony | Walkable Local",446539146,Vacasa Washington,Downtown,Belltown,47.61531,-122.34666,Entire home/apt,192,2,39,11/20/2022,1.79,29,315,21,STR-OPLI-19-001227
5.75E+17,Sustainable apartment w/ private balcony - 7 mins from Alki Beach & water taxi,446539146,Vacasa Washington,West Seattle,Genesee,47.56688,-122.39866,Entire home/apt,220,3,7,11/26/2022,1.11,29,359,7,STR-OPLI-19-002313
5.52E+17,Ravenna/UW/Greenlake Charmer (Basement Queen Bed3),125158710,Mingxia,Other neighborhoods,Roosevelt,47.67364,-122.31883,Private room,42,2,25,9/23/2022,2.62,6,0,25,STR-OPLI-22-000074
5.79E+17,Private Bedroom in 2 Story Home (Mt. Rainer Room),92742089,Crystal,Rainier Valley,Mount Baker,47.56561,-122.28753,Private room,50,3,12,9/5/2022,1.32,10,82,12,STR-OPLI-22-000281
5.52E+17,"Historic home with free WiFi, private washer/dryer, & desk workspace",104834083,Vacasa Washington,Queen Anne,East Queen Anne,47.63603,-122.34954,Entire home/apt,339,2,18,11/7/2022,1.91,49,361,18,STR-OPLI-22-000007
5.79E+17,Private Master Suite with Ensuite Bathroom,92742089,Crystal,Rainier Valley,Mount Baker,47.56551,-122.28677,Private room,56,2,22,10/28/2022,2.44,10,86,22,STR-OPLI-22-000281
5.75E+17,"Belltown Court Getaway | Pool, Rooftop Deck & Hot Tub | Walkable Locale",446539146,Vacasa Washington,Downtown,Belltown,47.61527,-122.34863,Entire home/apt,186,2,7,11/14/2022,0.98,29,363,7,STR-OPLI-19-002468
5.52E+17,Ravenna/UW/Greenlake Charmer (Basement Queen Bed1),125158710,Mingxia,University District,University District,47.67223,-122.31894,Private room,43,2,15,12/6/2022,1.4,6,336,15,STR-OPLI-22-000074
5.75E+17,"Trendy Capitol Hill Condo w/ Beautiful Courtyards, 1 Block to Volunteer Park",446539146,Vacasa Washington,Capitol Hill,Broadway,47.62761,-122.31867,Entire home/apt,195,1,20,11/6/2022,2.47,29,364,20,STR-OPLI-19-001757
5.75E+17,Spacious Updated Victorian in Eastlake w/ Lake-View Balcony & Chef’s Kitchen,446539146,Vacasa Washington,Cascade,Eastlake,47.64733,-122.32538,Entire home/apt,357,30,39,11/27/2022,0.95,29,359,12,STR-OPLI-19-002236
5.52E+17,Lovely Pike Place Loft w/ Water Views - A/C,183583319,Alex,Downtown,Central Business District,47.60655,-122.34113,Entire home/apt,157,2,85,12/6/2022,7.94,4,30,85,STR-OPLI-20-000370
5.75E+17,Updated Belltown Court Condo w/ Pool & Hot Tub - Walk to Pike Place Market,446539146,Vacasa Washington,Downtown,Belltown,47.61472,-122.34643,Entire home/apt,185,2,14,11/12/2022,1.94,29,363,14,STR-OPLI-19-003222
5.75E+17,"Modern Downtown Condo w/ Puget Sound Views - Pool, Spa & Rooftop Deck",446539146,Vacasa Washington,Downtown,Belltown,47.61365,-122.34918,Entire home/apt,184,2,13,12/17/2022,1.63,29,356,13,STR-OPLI-19-002523
5.75E+17,"Lovely Laurelhurst w/ Music Room, Sunny Yard - 15 Minutes to Downtown",446539146,Vacasa Washington,Other neighborhoods,Laurelhurst,47.66287,-122.27472,Entire home/apt,269,2,9,12/2/2022,1.19,29,357,9,STR-OPLI-21-000052
5.75E+17,"Chic Getaway | Pool, Hot Tub, Sauna, Gym | Walk to Eateries, Shops & Parks",446539146,Vacasa Washington,Downtown,Belltown,47.61597,-122.34829,Entire home/apt,183,2,20,10/13/2022,1.17,29,361,9,STR-OPLI-21-000347
5.79E+17,"Views, Location & details! Amazing 3bd/2.5B",76815241,Jordan,Cascade,Eastlake,47.64003,-122.32353,Entire home/apt,407,2,38,12/11/2022,4.07,1,340,38,STR-OPLI-22-000394
5.79E+17,"Capitol Hill 1BR w/ W/D, Gym & Lounge, nr I5",107434423,Blueground,Capitol Hill,Broadway,47.6146542,-122.3223223,Entire home/apt,157,31,1,4/22/2022,0.12,410,133,1,
5.52E+17,Dazzling 2BR Penthouse in the Heart of Seattle!,80333752,Ashley & Mike,Downtown,Belltown,47.61585,-122.34647,Entire home/apt,207,2,48,12/4/2022,4.54,23,50,48,STR-OPLI-21-000491
5.75E+17,"Queen Anne Home with Steam Shower, Fireplaces, Fenced Yard with Grill",446539146,Vacasa Washington,Queen Anne,East Queen Anne,47.63963,-122.35653,Entire home/apt,604,2,13,12/11/2022,1.74,29,351,13,STR-OPLI-19-000914
5.75E+17,"Renovated Queen Anne Escape | Smart TV, Parking, Patio & Walkable Locale",446539146,Vacasa Washington,Queen Anne,North Queen Anne,47.64189,-122.37292,Entire home/apt,155,1,20,9/28/2022,2.11,29,365,20,STR-OPLI-21-000498
5.53E+17,Stay in Vintage Studio Near Belltown,107456887,M,Downtown,Belltown,47.61838,-122.34742,Entire home/apt,83,1,78,12/14/2022,7.75,4,285,78,STR-OPLI-19-003406
5.75E+17,Belltown Court Penthouse | Indoor Pool & 24-Hour Gym | Private Garage Spot,446539146,Vacasa Washington,Downtown,Belltown,47.61524,-122.34892,Entire home/apt,290,2,16,10/31/2022,1.95,29,359,16,STR-OPLI-21-000344
5.75E+17,Walkable Dog-Friendly Westside Escape | 7 Minutes to Alki Beach,446539146,Vacasa Washington,Delridge,North Delridge,47.56525,-122.37023,Entire home/apt,151,3,13,8/17/2022,0.9,29,362,9,STR-OPLI-21-000834
5.79E+17,"Belltown 2BR w/ Lounge & Pet Area, Zipcar nrby",107434423,Blueground,Downtown,Belltown,47.614418,-122.341721,Entire home/apt,222,31,0,,,410,333,0,
5.79E+17,"Belltown 2BR w/ Gym, BBQ & Pet Area, nr Metro",107434423,Blueground,Downtown,Belltown,47.614418,-122.341721,Entire home/apt,259,31,0,,,410,272,0,
5.53E+17,UW/Children's Hospital/Husky Stadium/UVillage Home,49654701,Liqun,Other neighborhoods,Ravenna,47.66488,-122.29176,Entire home/apt,151,2,29,12/12/2022,4.01,1,167,29,STR-OPLI-22-000109
5.53E+17,Ravenna/UW/Greenlake Private Room with Queen bed,125158710,Mingxia,University District,University District,47.67192,-122.31909,Private room,52,2,23,12/5/2022,2.35,6,261,23,STR-OPLI-22-000074
5.53E+17,Modern 2BR/2BA near Golden Gardens Beach,265276704,Yeuan-Wen,Other neighborhoods,North Beach/Blue Ridge,47.69168,-122.39452,Entire home/apt,233,3,19,11/30/2022,2.41,1,30,19,STR-OPLI-22-000334
5.80E+17,Casa Picasso in North Capitol Hill- Blue Period,4376788,Carla,Capitol Hill,Montlake,47.64069,-122.31866,Entire home/apt,122,2,32,11/26/2022,4.25,5,190,32,STR-OPLI-20-000461
5.75E+17,Private Bedroom and Bath by Greenlake,38703796,Betty,Northgate,North College Park,47.69216,-122.34258,Private room,45,3,10,12/19/2022,3.23,1,66,10,STR-OPLI-22-001497
5.53E+17,The Drive Through(1 BR 1 BA close to Cap Hill/ UW),36859061,Joe,Capitol Hill,Stevens,47.63901,-122.31404,Entire home/apt,139,2,12,11/14/2022,2.81,1,331,12,STR-OPLI-22-001387
5.75E+17,"Ballard Green Home with AC & Rooftop Deck | Near Beach, Parks & Museum",446539146,Vacasa Washington,Ballard,Adams,47.67378,-122.38994,Entire home/apt,277,3,5,11/14/2022,1.35,29,346,5,STR-OPLI-20-000635
5.75E+17,"Contemporary Craftsman: Skyline Views, A/C, Epic Outdoor Entertaining Space",446539146,Vacasa Washington,Magnolia,Southeast Magnolia,47.64411,-122.38511,Entire home/apt,427,2,6,10/29/2022,0.86,29,358,6,STR-OPLI-20-000839
5.80E+17,Casa Picasso in North Capitol Hill- Rose Period,4376788,Carla,Capitol Hill,Montlake,47.63877,-122.31895,Entire home/apt,131,2,40,12/4/2022,5.22,5,335,40,STR-OPLI-20-000461
5.53E+17,Quiet UW cottage by Ravenna park--Perfect location,37843551,Tony,Other neighborhoods,Ravenna,47.67125,-122.30175,Entire home/apt,211,2,35,12/18/2022,3.33,2,60,35,STR-OPLI-22-000085
5.80E+17,Spacious Suite in West Seattle!,448595855,Stephanie,Delridge,Riverview,47.55173,-122.36238,Entire home/apt,71,1,32,12/19/2022,4.02,1,27,32,STR-OPLI-20-000823
5.80E+17,Capital Hill Studio. Steps from Everything!,72193598,Sai,Capitol Hill,Broadway,47.61546,-122.31724,Entire home/apt,140,30,3,9/30/2022,0.42,1,141,3,
5.75E+17,"19th Avenue Lofts | AC, Reserved Parking | Balcony with Grill | Walk to Parks",446539146,Vacasa Washington,Capitol Hill,Stevens,47.61694,-122.30811,Entire home/apt,174,1,34,10/29/2022,2.07,29,361,25,STR-OPLI-21-000701
5.75E+17,"Charming Queen Anne Studio w/ Serene Garden, 1 Block to Kerry Park",446539146,Vacasa Washington,Queen Anne,Lower Queen Anne,47.63046,-122.36229,Entire home/apt,161,1,35,11/13/2022,0.71,29,365,13,STR-OPLI-19-001799
5.76E+17,Greenlake Craftsman Charm - With Hot Tub,71979031,Jim&Brooke,Other neighborhoods,Phinney Ridge,47.67432,-122.34811,Entire home/apt,471,2,24,12/18/2022,3.23,1,141,24,STR-OPLI-22-000803
5.53E+17,UW Cozy & Quiet Home / Perfect for Family & Group,37843551,Tony,Other neighborhoods,Ravenna,47.67113,-122.30275,Entire home/apt,124,2,50,12/16/2022,4.79,2,75,50,STR-OPLI-22-000085
5.76E+17,The Evergreen Scene,1606510,Debra Ann,Lake City,Olympic Hills,47.72629,-122.30326,Entire home/apt,84,30,3,10/28/2022,0.49,1,217,3,STR-OPLI-22-000433
5.80E+17,Cheerful small room in brand new Seattle townhouse,1363229,Jack,Other neighborhoods,Fremont,47.65915,-122.346,Private room,86,1,5,4/30/2022,0.57,2,0,5,STR-OPLI-22-000505
5.80E+17,Stylish Townhome ~ 6 Miles to Downtown Seattle!,121688409,Evolve,Other neighborhoods,Green Lake,47.68024,-122.32302,Entire home/apt,125,2,18,12/14/2022,2.49,34,327,18,STR-OPLI-22-000337
5.53E+17,Luxury Home w/Rooftop Views | Near Beach &Downtown,14170421,Bisoye,West Seattle,Fairmount Park,47.54685,-122.38519,Entire home/apt,145,2,23,12/4/2022,2.9,1,325,23,STR-OPLI-22-000626
5.80E+17,2B2B modern townhome in Seattle near waterfront,124471331,Victor,Other neighborhoods,Fremont,47.65304,-122.3573,Entire home/apt,179,2,11,12/19/2022,1.3,2,83,11,STR-OPLI-21-000673
5.77E+17,Lakeview Home by Light-rail Downtown Airport,428155868,Thu,Beacon Hill,South Beacon Hill,47.52213,-122.28258,Entire home/apt,100,2,26,12/11/2022,2.86,1,66,26,STR-OPLI-22-000376
5.77E+17,LUXURY ALKI BEACH TOWNHOME w/ ROOFTOP & GREAT VIEW,425623610,Courtney,West Seattle,Alki,47.577045,-122.416275,Entire home/apt,289,1,48,12/16/2022,5.83,1,338,48,STR-OPLI-22-000496
5.81E+17,Greenwood's Tranquility (Lower Unit),241568755,Jen,Other neighborhoods,Greenwood,47.70211,-122.36142,Entire home/apt,116,2,11,10/17/2022,1.38,6,328,11,STR-OPLI-22-000515
5.53E+17,Modern Apartment in Prime Location (ID8188X09),263502162,Landing,Downtown,Pioneer Square,47.59692,-122.33177,Entire home/apt,96,30,0,,,79,362,0,
5.81E+17,Large 1-br Apt near Alki,2085932,Jarlath,West Seattle,Alki,47.57395,-122.40515,Entire home/apt,135,2,14,11/29/2022,1.62,1,321,14,STR-OPLI-22-000343
5.77E+17,Rent an entire charming 2-bedroom home w/ HOT TUB,26492836,Leah,Other neighborhoods,Wedgwood,47.69245,-122.28673,Entire home/apt,250,4,18,11/29/2022,2.15,1,103,18,STR-OPLI-22-000553
5.77E+17,Cheerful Madison Park Bungalow,30926844,Kiernan,Capitol Hill,Madison Park,47.6403,-122.27882,Entire home/apt,375,1,1,9/18/2022,0.31,1,0,1,STR-OPLI-22-001514
5.78E+17,Bright and Clean Magnolia Townhouse,65158746,Bryan,Magnolia,Lawton Park,47.65234,-122.38508,Entire home/apt,278,2,36,12/11/2022,3.96,7,166,36,str-opli-22-000316
5.53E+17,Central Modern Home with Rooftop,442933026,Modern Home,Central Area,Minor,47.60284,-122.30786,Entire home/apt,223,1,27,11/23/2022,2.52,1,330,27,STR-OPLI-19-003231
5.78E+17,Chic condo with WiFi and access to peaceful backyard - next to Woodland Park,104834083,Vacasa Washington,Other neighborhoods,Phinney Ridge,47.67311,-122.3508,Entire home/apt,111,3,13,12/4/2022,1.47,49,364,13,STR-OPLI-21-001074
5.81E+17,Cozy House in North Seattle,10833493,Connor,Other neighborhoods,Greenwood,47.68955,-122.36296,Entire home/apt,200,5,7,10/31/2022,0.87,1,266,7,STR-OPLI-22-000418
5.54E+17,New & modern Nordic style home: view+rooftop deck,158715708,Valta,Central Area,Mann,47.6132,-122.30216,Entire home/apt,178,2,46,12/11/2022,4.38,5,344,46,STR-OPLI-21-001397
5.81E+17,"The Cortado in Fremont, Stylish One Bedroom.",99259012,Jeff,Other neighborhoods,Fremont,47.659164,-122.353409,Entire home/apt,142,1,48,12/18/2022,6.05,1,38,48,STR-OPLI-22-000568
5.81E+17,Contemporary Seattle View Home,230573073,Rene',Rainier Valley,Rainier View,47.50155,-122.24087,Entire home/apt,541,3,13,12/21/2022,2.07,1,166,13,
5.78E+17,Entire 2beds apartment in West Seattle,6179105,Seth,Delridge,South Delridge,47.5249,-122.36095,Entire home/apt,95,2,40,10/31/2022,4.62,2,168,40,STR-OPLI-20-000249
5.78E+17,Private Cottage 2 Beds & Bath 中文 Free Priv Parking,159891328,Emily,Beacon Hill,North Beacon Hill,47.5779,-122.3133,Entire home/apt,59,4,50,12/9/2022,5.51,1,25,50,STR-OPLI-21-001309
5.54E+17,New listing in the heart of Ballard! Unit 1,76250871,Renessa,Ballard,Adams,47.66699,-122.3862,Entire home/apt,357,2,7,12/8/2022,1.07,1,357,7,STR-OPLI-22-000442
5.91E+17,★Brand New Apartment Overlooking Elliot Bay★,73668714,Emma,West Seattle,North Admiral,47.57969,-122.37709,Entire home/apt,191,2,22,12/5/2022,2.49,1,243,22,STR-OPLI-22-000340
5.91E+17,A premier luxurious smart condo in Wallingford,451414528,Nona,Other neighborhoods,Wallingford,47.661003,-122.338234,Entire home/apt,202,1,36,12/18/2022,4.06,1,348,36,STR-OPLI-22-000516
5.81E+17,Peaceful Delridge 3 Bedroom Home,268194768,Rebecca,Delridge,South Delridge,47.53496,-122.35753,Entire home/apt,195,2,14,11/13/2022,2.3,1,59,14,STR-OPLI-20-000312
5.82E+17,"Walkers Paradise! NEW & Modern, Pet Friendly w/ AC",398317720,Joanne,Other neighborhoods,Fremont,47.66111,-122.34718,Entire home/apt,166,1,52,11/28/2022,5.63,46,173,52,STR-OPLI-22-000395
5.82E+17,NEW: Queen Anne Charmer with Views of Puget Sound!,38770752,George,Queen Anne,West Queen Anne,47.63817,-122.37358,Entire home/apt,82,2,24,11/25/2022,3.33,1,116,24,STR-OPLI-22-000379
5.92E+17,"New 3BR/3BA w/ garage, AC in ALL BRs, Pet Friendly",398317720,Joanne,Beacon Hill,North Beacon Hill,47.58532,-122.31409,Entire home/apt,204,1,63,12/16/2022,7,46,73,63,STR-OPLI-22-000561
5.54E+17,"Capitol Hill 1BR w/ Gym & W/D, nr SU & SCC",107434423,Blueground,Capitol Hill,Broadway,47.6148399,-122.3241666,Entire home/apt,192,31,0,,,410,297,0,
5.82E+17,"Mt Baker 2BR w/ Gym, Rooftop & W/D, nr light rail",107434423,Blueground,Beacon Hill,North Beacon Hill,47.5794979,-122.3005749,Entire home/apt,105,31,0,,,410,365,0,
5.54E+17,"Queen Anne 1BR w/ Gym, W/D, Lounge & Bike Storage",107434423,Blueground,Queen Anne,Lower Queen Anne,47.6213318,-122.3604586,Entire home/apt,152,31,1,10/16/2022,0.43,410,315,1,
5.83E+17,Lovely 1BR Apartment in Seattle,48005494,Zeus,Queen Anne,Lower Queen Anne,47.62085,-122.35949,Entire home/apt,80,30,1,10/1/2022,0.35,115,365,1,
5.92E+17,Spacious 2 Bedroom Home at the Heart of Seattle,386420269,Kathryn,Downtown,Belltown,47.61529,-122.34731,Entire home/apt,182,2,34,11/26/2022,4.29,17,58,34,STR-OPLI-20-000134
5.92E+17,Charming 1 Bedroom Home in the Heart of Seattle!,386420269,Kathryn,Downtown,Belltown,47.6144,-122.34918,Entire home/apt,110,2,37,12/2/2022,4.16,17,67,37,STR-OPLI-22-000355
5.54E+17,"Queen Anne Studio w/ Gym, Lounge & Bike Storage",107434423,Blueground,Queen Anne,Lower Queen Anne,47.6213318,-122.3604586,Entire home/apt,136,31,0,,,410,291,0,
5.93E+17,"Mt Baker 2BR w/ Gym, Rooftop & W/D, nr light rail",107434423,Blueground,Beacon Hill,North Beacon Hill,47.5786779,-122.300588,Entire home/apt,103,31,2,10/7/2022,0.45,410,365,2,
5.83E+17,Contemporary 2br Apt close to DT w/ Free Parking,421964201,Joshua,Central Area,Minor,47.602936,-122.304077,Entire home/apt,179,3,42,10/31/2022,5.34,1,5,42,STR-OPLI-21-001265
5.93E+17,"Ballard 1BR w/ BBQ, Lounge & W/D, onsite retail",107434423,Blueground,Ballard,West Woodland,47.6691993,-122.3740343,Entire home/apt,204,31,0,,,410,266,0,
5.54E+17,Right on Pike St-Easy Access to Pike Place Market,211742313,Ted,Downtown,First Hill,47.61293,-122.32265,Entire home/apt,89,1,66,12/9/2022,6.21,3,40,66,STR-OPLI-20-000238
5.54E+17,Hillside Magnolia Retreat ~ Downtown Location,436672049,Laura,Magnolia,Southeast Magnolia,47.63667,-122.3922,Entire home/apt,300,2,9,9/15/2022,0.98,7,156,9,STR-OPLI-19-001194
5.93E+17,New & Modern 3BR! PetFriendly! Mins to Lake Union!,398317720,Joanne,Queen Anne,North Queen Anne,47.64965,-122.35932,Entire home/apt,195,1,48,11/27/2022,5.37,46,165,48,STR-OPLI-22-000555
6.05E+17,"Queen Anne 1BR w/ Roof, Gym & W/D, nr Metro",107434423,Blueground,Queen Anne,Lower Queen Anne,47.6258042,-122.3441011,Entire home/apt,81,31,0,,,410,365,0,
5.93E+17,Unique Seattle Gem: 5 bedrm w/ stunning lake views,176643329,Emily,Lake City,Cedar Park,47.73181,-122.2878,Entire home/apt,681,3,13,10/25/2022,1.55,1,247,13,STR-OPLI-21-001387
5.93E+17,♥ Heart of West Seattle / 9m drive to Alki - w AC!,445732930,Emilie,West Seattle,Fairmount Park,47.55785,-122.38535,Entire home/apt,110,2,18,10/23/2022,3.1,4,15,18,STR-OPLI-21-000299
5.83E+17,2BR Apartment in Seattle w/ Parking,48005494,Zeus,Queen Anne,Lower Queen Anne,47.62056,-122.35927,Entire home/apt,110,30,0,,,115,326,0,
5.83E+17,New! Chic Studio | Capitol Hill | Fast Wifi,314324381,Sophari,Capitol Hill,Broadway,47.61593,-122.3145,Entire home/apt,132,1,18,11/22/2022,2.02,30,353,18,STR-OPLI-22-000122
5.83E+17,"Historic home with full kitchen, gas fireplace, private W/D & yard",104834083,Vacasa Washington,Central Area,Minor,47.60229,-122.30925,Entire home/apt,388,2,14,10/17/2022,1.76,49,360,14,STR-OPLI-22-000424
6.05E+17,Seattle @Alki Beach Stay with rooftop view & AC,418944932,2Plus,West Seattle,Alki,47.58637,-122.39568,Entire home/apt,297,2,35,12/9/2022,4.69,2,337,35,STR-OPLI-22-000667
5.83E+17,ROOFTOP Patio w/ Firepit - Modern 3BR 3BA by UW,87664227,Remote Relocations,Other neighborhoods,Wallingford,47.66188,-122.32268,Entire home/apt,278,1,19,11/25/2022,2.37,1,360,19,STR-OPLI-22-001289
5.83E+17,Sanctuary on the Sound - Dreamers Den,26231999,Natalie,Magnolia,Briarcliff,47.63731,-122.40981,Entire home/apt,175,30,2,7/1/2022,0.27,2,314,2,
5.93E+17,"Peaceful, cozy spot near S Seattle light rail",127069597,Richard,Rainier Valley,Dunlap,47.52461,-122.27571,Private room,38,30,2,8/22/2022,0.32,2,278,2,
5.93E+17,Spacious home in quaint Madrona -private room+bath,50201,Evonne,Central Area,Leschi,47.60789,-122.29099,Private room,250,3,0,,,1,178,0,STR-OPLI-21-000109
5.93E+17,"Modern, Curated + BuiltGrn Townhouse by LightRail",246931242,Nina,Beacon Hill,North Beacon Hill,47.58576,-122.30829,Entire home/apt,289,2,13,11/27/2022,2.14,1,175,13,STR-OPLI-22-001012
5.83E+17,House in Seattle-Entire Main Floor of a BIG House,123468144,Wish,Rainier Valley,Rainier Beach,47.51368,-122.27462,Entire home/apt,99,1,13,11/18/2022,1.38,15,244,13,STR-OPLI-21-001345
6.05E+17,Amazing Courtyard View! DT/Parking/tub/pool(99 ws),238425582,Allen 阿兰,Downtown,Belltown,47.61536,-122.34855,Entire home/apt,123,1,57,12/16/2022,6.81,9,132,57,STR-OPLI-22-000570
5.93E+17,Luxury 1Bed 1Bath - Seattle - Pike Place Market,451732162,Ayi,Downtown,Belltown,47.6139745,-122.3397238,Entire home/apt,127,1,0,,,1,348,0,STR-OPLI-22-001990
5.83E+17,"Belltown Studio w/ Parking & Gym, easy commute",107434423,Blueground,Downtown,Belltown,47.614418,-122.341721,Entire home/apt,125,31,0,,,410,325,0,
6.05E+17,High Rise one Bedroom Perfect getaway!,66843233,Keith,Downtown,Belltown,47.61561,-122.33203,Private room,145,1,4,6/6/2022,0.5,1,87,4,STR-OPLI-22-000715
5.83E+17,"Queen Anne 1BR w/ Gym, W/D, Lounge & Roof",107434423,Blueground,Queen Anne,Lower Queen Anne,47.6258,-122.3441,Entire home/apt,150,31,0,,,410,261,0,
5.93E+17,Cute West Seattle suite with remote working space,2996095,Des,Delridge,South Delridge,47.5228,-122.3559,Entire home/apt,130,2,18,11/13/2022,2.66,1,151,18,STR-OPLI-22-000019
5.94E+17,Delightful 2BR Place in Seattle,48005494,Zeus,Cascade,Westlake,47.63762,-122.34297,Entire home/apt,95,30,1,8/12/2022,0.22,115,365,1,
6.05E+17,"Belltown 1BR w/ W/D, Gym & Lounge, nr Metro",107434423,Blueground,Downtown,Belltown,47.61569,-122.34793,Entire home/apt,190,31,0,,,410,274,0,
5.83E+17,"Queen Anne 1BR w/ Gym, W/D, Lounge & Roof",107434423,Blueground,Queen Anne,Lower Queen Anne,47.6258,-122.3441,Entire home/apt,141,31,0,,,410,341,0,
